TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-BR-6564-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-7703-11A-01R-2055-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-BR-7717-11A-01R-2055-13	TCGA-BR-7851-11A-01R-2203-13	TCGA-BR-8060-11A-01R-2343-13	TCGA-CG-5720-11A-01R-1602-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-CG-5728-11A-01R-1602-13	TCGA-CG-5730-11A-01R-1602-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-CG-5734-11A-01R-1602-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-FP-7829-11A-01R-2055-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-HU-A4GC-11A-11R-A251-31	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-IN-7806-11A-01R-2055-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-IN-8663-11A-01R-2402-13	TCGA-IP-7968-11A-01R-2203-13
PDCD2L|84306	5.167	4.2444	3.4848	4.605	3.5824	8.2799	6.4822	6.0187	5.5218	8.2048	7.0887	8.4532	2.7648	4.5095	6.0597	5.0812	4.1503	3.536	3.2997	4.8905	3.8457	3.9827	2.7005	1.9478	4.0822	4.3766	3.8351	3.9859	2.6266	2.8563	3.356	2.4671	2.6979
PDCD2|5134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD4|27250	34.6551	21.9626	31.8183	52.4596	25.3739	41.3188	15.4159	36.3716	23.6932	41.209	38.6673	23.9896	38.2384	30.0499	19.2608	30.6056	26.7447	16.7138	21.4286	25.6641	16.2132	11.3563	18.9544	43.1328	14.0297	20.3152	20.2768	16.4443	12.4133	74.8319	81.481	84.4035	49.5764
PDCD5|9141	25.511	11.97	10.3075	10.9845	14.5656	47.6526	13.8573	10.3637	13.9623	30.782	11.6636	24.1913	17.5951	15.2548	16.3256	21.8287	9.9262	15.0355	19.7543	14.7502	20.7266	21.5245	16.4773	14.6195	24.6391	43.7836	34.4994	26.6205	30.2649	15.1523	23.8829	29.0558	17.48
PDCD6IP|10015	27.5308	22.3273	24.4494	33.5903	24.8691	20.1998	20.6113	28.8777	22.6854	17.245	30.147	17.016	44.9415	22.9023	21.7532	21.5416	24.0306	16.556	25.5169	16.3444	24.0697	11.0397	20.0139	38.2184	18.4125	19.6394	20.5322	17.8696	18.5036	44.1021	36.4226	49.0799	33.2446
PDCD6|10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD7|10081	4.3281	4.3017	4.0864	4.7495	5.7586	2.7268	3.6111	5.1482	8.1848	6.9309	6.6706	6.0629	4.6213	5.2123	4.3395	3.3457	5.1701	3.5455	3.3376	3.0964	2.6386	9.1722	10.951	3.529	8.609	8.9083	7.0712	8.7407	8.5028	8.6069	6.3905	7.5289	5.2865
PDCL2|132954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL3|79031	10.8361	8.0873	7.2186	7.6282	7.546	15.9	8.7122	8.6503	8.5548	11.4953	10.2489	13.594	9.2948	9.1769	8.4331	9.0539	8.216	5.5306	7.8713	7.8466	8.946	12.1417	18.8962	6.7267	18.4448	27.5951	16.8785	18.5504	20.7724	12.3586	15.4369	14.453	7.9427
PDCL|5082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDC|5132	0	0.0239	0.024	0	0	0	0.0165	0	0.0288	0.0171	0	0.0292	0.1018	0.0376	0.0231	0	0.0281	0.0968	0	0.0152	0.032	0.0086	0.0371	0	0.2122	0.1463	0.0606	0.2578	0.038	0.0221	0.0422	0.0719	0
PDDC1|347862	6.9911	5.5949	4.5555	5.4471	5.8881	3.3769	5.9702	6.212	7.3586	5.754	7.1938	6.6817	9.6924	5.9232	8.1905	5.2514	6.8942	6.0531	6.1544	5.344	4.7508	8.329	8.9518	6.8401	9.3102	8.0566	7.3837	11.1468	9.5826	5.4135	6.6192	6.811	7.5992
PDE10A|10846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE11A|50940	0.3771	0.1576	0.2548	0.344	0.2761	0.0997	0.1972	0.2861	0.0791	0.088	0.191	0.1325	0.6604	0.0848	0.2366	0.0893	0.1097	0.1195	0.2576	0.1258	0.1855	0.032	0.2514	0.3149	0.0155	0.0629	0.0538	0.0925	0.047	7e-04	6e-04	0	0.0683
PDE12|201626	8.2173	6.0096	8.1404	7.3278	6.0808	4.4053	7.533	9.3714	7.6836	6.0427	7.4427	6.7119	8.1648	5.9221	8.9655	5.4347	6.5169	5.9509	8.2796	3.8019	7.1868	6.0595	6.2396	6.0747	7.9529	7.1616	7.6627	8.4288	7.2608	8.3352	10.2517	7.8177	8.1331
PDE1A|5136	2.7482	1.4465	2.1268	1.9053	2.5197	4.7274	1.4842	1.4236	4.8349	4.6363	2.1687	3.6818	1.9359	3.4209	0.8923	1.9792	1.3867	1.3704	2.022	1.2456	1.4121	5.1926	4.5796	0.741	4.3583	3.6257	2.7064	5.2011	2.8635	0.928	0.7007	0.571	1.5902
PDE1B|5153	2.3143	5.1246	1.2507	0.4506	4.6867	0.4113	0.3848	0.4874	11.4015	1.716	1.4334	3.3997	0.5973	3.6181	0.7133	0.2988	5.1466	0.6787	1.071	0.5045	1.175	5.5522	8.4899	0.2357	5.8518	7.6844	5.3444	10.2616	7.4011	0.468	0.4144	0.6441	1.0186
PDE1C|5137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE2A|5138	2.9965	4.8693	2.846	1.7425	6.5014	1.2626	1.0006	2.2247	9.5726	2.8372	5.1627	3.4512	2.4289	5.2383	1.5441	2.0051	5.4658	1.3192	2.1647	1.4207	2.2257	15.6089	8.0296	1.236	12.4336	9.2596	8.2856	17.1763	12.4811	2.4127	1.2877	0.9354	3.2779
PDE3A|5139	2.2536	2.2001	2.222	0.2593	4.1503	0.3183	0.1065	0.2443	16.7852	0.8553	2.0769	2.9226	0.9872	10.851	0.8172	0.2136	1.5624	0.2357	1.7949	0.2231	1.5491	19.2285	37.1709	2.214	19.373	13.6554	20.0461	15.1107	16.7332	0.6253	0.8316	0.6399	1.0535
PDE3B|5140	0.9946	0.5804	1.0888	0.7361	0.7608	0.3897	0.3095	0.4606	1.6993	0.9013	0.3999	0.6077	1.2129	1.2605	0.4872	0.3582	0.3296	0.3512	0.6968	0.2289	1.2066	0.2274	1.8819	0.6887	0.4961	1.2263	1.2667	0.41	1.1517	0.2658	0.2597	0.2889	0.7355
PDE4A|5141	2.5881	3.6929	3.42	5.1538	3.4306	1.5997	3.4635	5.977	4.2873	4.0946	4.1391	2.8465	1.7576	5.9215	3.7387	6.1467	4.2393	5.6919	2.2735	3.5855	2.7595	3.3276	2.7563	0.7525	2.8127	3.6849	4.7951	4.1931	3.8151	0.6018	0.6448	0.3621	2.4118
PDE4B|5142	4.7635	6.6477	4.5808	6.0119	3.8314	2.4854	4.5106	4.0194	5.2417	11.1095	4.4138	8.8609	2.1374	4.5728	1.2105	2.0877	3.8855	2.7823	2.4598	2.1276	2.5543	1.8298	1.0474	1.0699	1.9386	2.4569	4.1345	2.8896	3.6754	0.4303	0.8341	0.6152	4.1271
PDE4C|5143	2.3216	3.434	2.1866	3.7404	1.0499	9.2447	2.4387	1.0694	2.0764	1.736	3.292	1.1836	0.9556	1.2456	2.0795	3.725	2.6989	2.5109	2.1765	2.0242	3.9891	0.3843	0.2593	1.8271	2.2771	2.6777	1.6776	2.9672	1.7643	0.273	0.3873	0.7204	0.614
PDE4DIP|9659	4.0012	5.2518	3.5011	3.6786	5.4012	1.8208	2.4295	3.0952	11.257	3.1826	3.9457	4.3455	4.5684	7.4773	2.66	1.5516	3.611	2.2229	2.3977	1.656	1.5086	5.6036	11.3916	3.9126	10.7803	10.5606	9.0518	6.7998	8.7753	1.8339	1.0267	1.0002	1.372
PDE4D|5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE5A|8654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6A|5145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6B|5158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6C|5146	0	0.0014	0	0	0.0016	0.0138	0	1e-04	0.0091	0.0059	0.0046	0	0.0172	0	0.0097	0	0	0.0024	0	0.0038	0	0.0189	0.0266	0.0057	0.0394	0.0382	0.004	0.0579	0.0061	0.0131	0.0146	0.0492	0.0224
PDE6D|5147	10.4886	8.5738	8.1572	7.5602	7.5885	17.1103	11.1624	9.6631	9.8649	15.8823	11.883	15.7821	9.796	8.6311	7.484	10.5506	7.8969	7.812	8.5883	8.748	8.4801	11.7028	11.6206	10.2131	9.979	12.8816	9.9587	10.9051	10.318	6.4156	8.3968	6.6813	8.5946
PDE6G|5148	1.1122	1.1296	0.6658	0.5215	1.1541	0.3192	0.8301	0.646	0.2722	3.1987	0.547	3.1446	0.7954	0.3523	1.7165	0.8292	0.2474	2.8748	0.8511	1.1593	0.6438	0.0512	0.0601	0.1574	0.2145	0.1463	0.0496	0.1991	0.0274	0.0573	0.0649	0.031	0.0335
PDE6H|5149	0	0	0	0	0.0123	0	0	0	0.0238	0	0	0.0259	0.0128	0	0	0	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0
PDE7A|5150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE7B|27115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE8A|5151	4.9794	3.8317	3.907	5.5182	3.7445	2.6303	3.8771	5.8867	5.2544	4.4295	5.1439	3.1949	7.8877	5.7718	4.283	2.8663	5.0564	2.6574	4.7876	2.826	3.8104	5.6244	4.5254	5.4631	7.7319	9.2019	7.6343	8.9262	5.884	1.476	2.1532	2.1031	3.5343
PDE8B|8622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE9A|5152	2.954	2.4655	2.532	2.0948	5.4495	0.816	1.1626	1.6536	9.2564	2.597	2.4709	4.0267	1.3415	4.067	5.8833	2.0203	3.5271	1.886	1.6662	0.9696	14.8237	9.059	4.3783	1.4949	10.1828	14.4801	15.0387	9.498	10.8646	0.7697	0.7036	0.6723	2.5097
PDF|64146	10.6206	7.3905	7.9189	8.4467	8.5615	6.0274	8.4145	8.937	5.6335	9.7347	8.7775	9.3283	11.2497	6.2765	13.0238	7.8091	5.7699	7.4158	9.9504	6.631	10.0691	5.1999	4.9496	11.1036	7.3879	7.9956	6.4696	7.2994	5.6088	7.7726	11.2389	9.2147	6.8746
PDGFA|5154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFB|5155	2.8958	3.2685	2.2159	2.1479	5.0883	1.2081	2.3879	4.3093	7.5748	3.3778	3.2071	2.9444	1.7286	4.1576	1.9794	2.9847	3.687	2.2674	1.8937	4.0131	1.9985	7.2141	6.1582	0.6827	6.4223	8.507	3.1996	6.8969	5.5012	1.6332	1.2237	0.8291	6.6787
PDGFC|56034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFD|80310	5.4919	5.5752	8.5247	14.013	8.9118	11.0235	7.6656	14.2505	12.7775	8.9554	6.3693	11.4492	4.9394	24.56	3.6727	7.5576	5.9249	6.4325	6.476	9.0548	4.3676	1.5809	12.0096	1.4971	1.7511	4.6386	7.9536	3.4159	2.0754	0.2786	0.2799	0.3319	0.9262
PDGFRA|5156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRB|5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRL|5157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDHA1|5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDHA2|5161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDHB|5162	23.8822	21.9744	22.3075	25.7557	23.1407	41.6675	28.2307	31.9311	21.4106	34.3502	28.9631	30.5608	19.255	20.3778	22.0696	27.819	22.2474	19.88	17.4811	21.8662	19.376	29.9642	39.6181	20.9262	26.4366	31.8334	25.5275	28.4928	23.6212	24.9674	24.6102	24.5952	19.5213
PDHX|8050	8.1373	5.9903	6.6516	8.9946	6.4297	11.1202	9.499	10.9062	5.8582	9.417	8.1188	9.6513	8.4537	9.0409	7.8077	10.512	6.0213	6.6489	7.6033	6.0386	6.9793	6.4184	9.0606	8.1522	8.5583	8.3842	6.6949	7.1779	7.9359	5.2458	6.9898	6.8571	6.1836
PDIA2|64714	9.9498	2.2519	10.1777	34.721	7.6018	36.0899	9.2532	33.6292	4.67	11.583	12.074	14.3374	2.0452	62.0468	27.788	19.8291	17.3411	24.3375	1.8006	21.5825	7.6312	1.1753	0.2479	7.4953	0.6431	1.8106	1.2361	1.3179	0.9934	0.156	0.0899	0.1449	0.3128
PDIA3P|171423	5.2294	3.4923	3.6895	5.1618	3.9872	2.7579	2.8348	4.6432	3.3418	4.2037	5.784	3.7394	4.5465	2.5212	2.8061	4.4556	2.8784	1.8444	2.8532	3.5855	5.2141	2.557	2.4601	3.3499	2.2886	2.3774	2.6514	2.2615	2.3317	1.766	1.2081	1.6506	1.2755
PDIA3|2923	160.0246	126.6945	121.635	146.7744	105.8856	86.4097	120.6852	134.7577	82.8084	98.1781	182.5199	101.8419	158.4211	61.3645	117.6209	133.7716	123.7271	85.5597	128.329	89.6362	129.9334	55.6556	53.0466	111.9637	40.5893	52.0286	66.3146	48.7103	44.005	52.2048	60.3288	55.2068	78.3256
PDIA4|9601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDIA5|10954	21.1971	19.4894	18.4166	34.6849	13.9009	19.5031	35.6924	37.431	12.7306	26.9252	32.414	21.8242	11.9749	15.9901	25.8389	24.0578	20.9046	19.9873	9.607	22.0663	12.6932	3.4273	7.4892	8.1154	2.8597	2.5504	3.6929	4.7278	3.2493	1.827	1.707	1.5844	6.4049
PDIA6|10130	85.972	73.7176	78.727	88.0076	60.991	89.6427	119.1253	75.4211	50.0139	73.6525	102.7308	79.3717	65.1933	37.5386	63.1369	78.7279	79.2625	53.8228	55.8655	59.3765	56.2413	40.4305	33.5798	44.7226	27.1295	34.3578	39.4951	29.104	27.7195	37.0475	37.8721	39.1318	38.5036
PDIK1L|149420	1.7602	0.9013	1.4021	2.595	1.6529	1.971	2.0738	2.7934	1.4679	2.7259	2.7247	1.9741	2.4199	2.3708	1.2756	1.9895	1.6918	1.8392	1.0722	1.8096	0.5763	1.19	1.2444	1.6611	2.3788	2.2911	0.9309	1.9546	1.6837	2.2288	2.765	3.614	1.7457
PDILT|204474	0.9951	0.1498	4.9911	12.6545	0.8961	0.125	1.8115	10.4819	0.2478	5.0854	0.2976	4.3283	0.1778	6.8946	0.9662	9.3873	0.4867	4.6411	0	1.5013	0.2435	0.0164	0	0.074	0.0283	0.0122	0	0	0	0	0	0.0128	0
PDK1|5163	5.7545	6.0269	8.1444	9.9968	4.056	5.7252	16.2066	11.4349	3.3959	11.3564	6.1599	10.2006	4.1987	3.4087	4.9455	5.422	5.8864	7.7398	4.9507	8.2184	2.9043	6.3046	3.9449	3.0643	4.4067	3.4672	4.7667	3.6918	4.7507	2.971	4.1553	4.0386	4.9378
PDK2|5164	23.3943	21.891	27.8779	22.7095	27.1016	11.8183	12.1455	16.7014	36.8047	14.8726	22.1567	16.4442	22.5575	22.7601	19.6296	15.1334	24.1553	17.076	28.8893	17.36	22.5535	46.6693	45.8957	34.0322	33.399	29.5169	36.5325	30.3092	28.7865	13.0855	10.7316	10.2842	8.9818
PDK3|5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK4|5166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM1|9124	217.4488	88.047	145.981	104.5213	172.6318	112.5249	139.4606	149.4698	129.2659	130.4617	146.8676	136.2248	313.4336	121.0191	183.0051	113.8281	110.9915	92.8929	222.7787	132.3751	217.5187	57.5691	40.0813	315.0664	29.3714	44.3983	94.1317	41.0125	68.6327	125.3514	183.9414	134.5922	232.5174
PDLIM2|64236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM3|27295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM4|8572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM5|10611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM7|9260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDP1|54704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDP2|57546	2.126	0.9394	1.3102	1.4756	1.919	0.8963	1.213	1.8091	1.0556	1.146	1.1616	1.2391	2.9696	1.6805	1.3723	1.7533	1.412	1.0946	1.6954	0.8538	1.3554	0.8309	1.129	3.1447	1.4162	1.227	1.2175	1.1534	1.3852	2.084	2.0542	1.469	1.7275
PDPK1|5170	0.0816	0	0.0644	0.0592	0.2224	4e-04	0	0	0.0583	0.0524	0.0139	0.0209	0.1258	0.0757	0.1643	0	0.1092	0.1874	0.0684	0.0314	0.0744	0.0996	0.1483	0.1138	0.2274	0.154	0.1374	0.2221	0.1882	0.1553	3e-04	0.0614	0.067
PDPN|10630	5.9227	4.1673	4.884	4.7717	3.9115	3.1633	6.3727	4.3251	9.7125	7.0675	3.6427	6.5282	2.484	6.7796	3.5571	2.2867	3.0142	3.4244	3.9314	3.4581	3.5813	9.7718	4.2989	0.9381	5.7436	13.313	8.5209	7.1494	9.0709	4.8811	2.736	3.4205	8.5494
PDPR|55066	3.295	3.8289	2.6036	4.8663	3.2875	0.6149	1.4432	2.1953	4.1875	2.9637	4.0634	2.8777	4.4091	8.6166	2.7125	3.0603	6.5068	2.4566	2.0045	2.3581	1.982	6.3522	6.5827	3.0662	9.873	8.2359	8.1655	5.8672	8.9341	3.2742	3.9702	2.1087	3.1996
PDRG1|81572	6.7446	5.6888	5.6343	5.5203	6.4843	11.1841	8.4083	6.1557	5.998	8.1626	7.5625	10.1897	7.3285	5.4522	9.8284	4.5105	5.8635	4.4357	7.8317	5.2279	9.2687	9.6209	8.2999	7.1247	5.8636	4.7926	6.5867	5.9243	4.7639	7.9123	5.0516	8.1254	4.8894
PDS5A|23244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDS5B|23047	2.8141	2.1818	2.227	2.7713	2.668	2.0927	1.7243	2.5205	3.2776	2.5123	3.2433	2.6143	3.4145	3.4231	1.7948	2.6355	2.8772	2.1732	2.0127	2.1001	1.7511	3.3236	3.9145	2.0732	6.4792	4.6132	3.3986	6.3761	6.409	1.4408	1.7974	1.7969	1.4294
PDSS1|23590	11.6653	2.6468	7.1774	2.724	9.3574	6.2301	5.7581	3.6805	2.5207	3.7992	3.8261	3.8379	14.7005	1.3206	9.358	4.6815	1.934	2.1362	16.1394	1.6846	8.8407	1.0814	1.3892	15.4804	1.8529	2.3585	2.6998	2.0247	1.3666	2.3185	4.4473	3.5286	3.0096
PDSS2|57107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDX1|3651	9.417	4.08	10.6845	9.5857	6.2364	5.0655	6.513	1.8271	2.6205	0.5646	12.5074	0.1907	17.173	0.9473	11.8769	1.5398	8.0684	1.49	24.6895	3.8073	19.1068	0.0034	0.0043	16.1145	0.0396	0.0314	2.4908	0	0.0762	0	0.0302	0.0123	0.2397
PDXDC1|23042	23.2746	19.2972	28.5725	32.5722	26.64	13.0379	19.8194	30.2946	19.9362	16.2909	31.7286	14.4097	42.4282	17.9984	23.965	15.3227	24.8441	12.1435	20.2452	12.8093	19.8499	12.125	12.5221	39.9589	10.9175	13.0012	16.2082	10.506	11.8282	14.9972	11.7042	11.3795	17.4274
PDXDC2|283970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDXK|8566	10.3719	11.9079	10.0305	10.2151	10.5452	4.7509	7.7733	7.4896	5.0834	8.0474	6.4286	5.6153	17.8974	7.2017	14.0238	11.8698	12.8313	10.6788	12.8739	8.3938	10.7434	5.2197	4.69	14.0732	4.9907	3.7566	5.8484	5.8022	4.3446	8.9175	13.2949	8.4911	11.2289
PDXP|57026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDYN|5173	0	0	0	0	0	0	0.0073	0	0.0079	0	0.0109	0.0064	0	0	0	0	0.0141	0	0	0	0	0	0.0037	0	0	0	0	0	0	0.0097	0.002	0	0
PDZD11|51248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD2|23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD3|79849	2.8941	1.4406	2.6526	1.1915	3.7596	1.7018	0.3768	0.848	0.9033	0.4849	1.2593	0.2211	11.1112	0.4093	4.9677	0.5038	1.106	1.2112	5.1855	0.6175	5.7832	0.006	0.0144	15.7871	0.107	0.0632	1.2727	0.038	0.0428	0.0105	0.0504	0.01	0.0386
PDZD4|57595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD7|79955	1.1943	0.272	1.0317	0.2478	2.2567	0.2223	0.1767	0.2797	0.7579	0.5434	0.2819	0.3788	2.1336	0.4958	1.1899	0.3773	0.2471	0.2416	2.5691	0.2603	2.5841	0.7452	0.7406	3.9702	1.001	1.8717	1.6129	1.2412	1.3546	0.1821	0.2304	0.2065	0.4418
PDZD8|118987	10.8966	6.4354	10.8473	9.779	8.3947	2.6232	7.3821	10.9377	9.2104	4.0531	9.1438	4.1164	24.0856	9.6262	9.6675	4.9428	12.0927	5.1786	8.6583	3.6569	7.0752	4.6808	6.715	14.6333	9.6452	4.0536	5.4991	7.8128	7.0953	10.43	15.1942	10.9668	10.6812
PDZD9|255762	0.0339	0.0355	0.0239	0.077	0.0583	0.0308	0	0.0281	0.0508	0.0891	0.0495	0.0291	0.0211	0.0508	0.0139	0	0	0.0823	0.1096	0.0302	0.0354	0.1956	0.2286	0.0549	0.3795	0.3343	0.0869	0.5477	0.3011	0.033	0.0943	0.0439	0.0429
PDZK1IP1|10158	123.3361	116.7995	76.0405	74.1662	65.5986	42.3438	223.7907	142.5317	23.5948	179.5691	193.6287	170.6946	63.3167	19.9454	137.3081	139.6527	139.5419	127.9168	24.1251	118.5654	46.9767	0.916	10.6691	44.7434	0.0721	0.0452	5.0184	0.2154	0.1645	25.8088	135.9308	51.4382	83.8815
PDZK1P1|728939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0
PDZK1|5174	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0.0024	0	0	0.008	0	4e-04	0	0	0	0
PDZRN3|23024	6.7666	15.4366	6.4727	4.0549	13.9117	2.0733	2.0171	3.6795	38.9744	5.6691	10.7888	10.1627	4.4127	26.9758	2.9193	2.92	12.7005	2.485	4.531	2.8588	2.6864	42.3689	40.6245	2.0411	55.674	65.623	44.0438	49.9979	52.1401	7.2319	4.9251	8.1254	10.9014
PDZRN4|29951	1.3468	4.6619	0.739	0.0064	3.431	0.3094	0.053	0.1074	15.101	0.304	3.9109	3.8764	0.2064	7.5702	0.0741	0.193	3.6751	0.1886	0.4183	0.0289	0.1925	18.6282	18.2343	0.1002	28.1532	26.7764	15.9784	29.1365	24.6287	0.5405	0.6074	0.4532	0.7428
PEA15|8682	35.3899	58.1661	29.944	30.7507	46.2321	40.8896	52.746	35.2895	80.9114	60.4668	59.9998	74.5293	21.3236	43.5802	37.8317	35.2547	61.6399	38.2596	26.4577	30.1153	31.2681	126.8614	129.507	11.4962	77.9132	94.38	86.5868	96.4296	97.1205	81.1897	69.023	78.6795	77.3061
PEAR1|375033	1.2712	1.3955	1.3875	0.898	2.5549	0.5582	1.0135	1.5734	4.1333	2.0051	1.2139	1.4943	1.5925	2.4875	0.9868	1.321	1.6869	1.2868	0.7866	1.0515	1.0084	1.9399	4.0972	0.5452	3.2581	2.4406	1.5364	3.0406	2.6003	0.6747	0.4797	0.2846	1.3515
PEBP1|5037	299.6034	85.201	292.3442	99.5941	212.6214	122.2533	64.3364	88.4846	157.726	109.8902	101.8237	119.8943	324.417	116.1616	257.1643	106.2317	92.4872	72.8936	420.8619	86.9112	424.1271	179.7401	127.8987	695.8268	120.7334	166.5234	204.6275	115.0661	120.0203	131.1663	124.7823	187.4183	115.5503
PEBP4|157310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PECAM1|5175	11.0423	14.8767	12.0462	10.4435	15.6146	9.352	11.3934	13.0128	10.2323	18.6098	10.4268	12.3233	9.4451	11.5427	7.9981	10.0789	11.0723	10.7402	6.0176	10.3777	9.4826	9.7743	16.1949	4.7933	10.0252	12.5353	10.1816	12.7245	14.2283	4.3494	2.2702	1.966	14.0341
